activity_id,activity_name,activity_category,met_value,calories_per_kg_per_hour,intensity_level,is_cardio,equipment_needed,location,recommended_duration,recommended_frequency,diet_targets,calories_70kg_30min
11130,"Electrical work (e.g., hook up wire, tapping splicing); plumbing moved to11516 ",Electrical work (e.g.,3.3,3.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,115.5
18025,"Canoeing, harvesting wild rice, knocking rice off the stalks ",Canoeing,3.3,3.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,115.5
9090,"Standing - arts and crafts, sand painting, carving, weaving, moderate effort",Standing - arts and crafts,3.3,3.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,115.5
17382,"Walking, treadmill, downhill (-3% to -12% grade), 2.8 to 3.1 mph",Walking,3.3,3.3,Sedang,True,Treadmill,Indoor,30-45 menit,3-5 kali/minggu,cardiovascular_health,115.5
11610,"Standing, light/moderate effort (e.g., assemble/repair heavy parts, welding, stocking  parts, auto repair, packing boxes, nursing patient care, laundry) ",Standing,3.3,3.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,115.5
17180,"Walking, 2.5 mph, downhill",Walking,3.3,3.3,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,115.5
17412,"Walking, treadmill, downhill (-5% to -25% grade), 2.8 mph, with Nordic Poles",Walking,3.3,3.3,Sedang,True,Treadmill,Indoor,30-45 menit,3-5 kali/minggu,cardiovascular_health,115.5
11418,Laundry worker ,Laundry worker,3.3,3.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,115.5
11514,"Painting, house, furniture, moderate effort ",Painting,3.3,3.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,115.5
8215,"Trimming shrubs or trees, power cutter, using leaf blower, edger, moderate effort",Trimming shrubs or trees,3.3,3.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,115.5
6240,"Wiring, tapping-splicing",Wiring,3.3,3.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,115.5
18140,"Sailing, Sunfish/Laser/Hobby Cat, Keel boats, ocean sailing, yachting, leisure ",Sailing,3.3,3.3,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,115.5
18090,"Diving, springboard or platform ",Diving,3.0,3.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,105.0
4152,"Foraging, 10-15kg backpack",Foraging,3.0,3.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,105.0
15720,"Volleyball, non-competitive, 6 - 9 member team, general",Volleyball,3.0,3.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,105.0
8180,Riding snow blower,Riding snow blower,3.0,3.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,105.0
10045,"Drumming (e.g., bongo, conga, benbe), moderate, sitting",Drumming (e.g.,3.0,3.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,105.0
10125,"Guitar, rock and roll band, standing",Guitar,3.0,3.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,105.0
5147,"Implied walking, putting away household items, moderate effort",Implied walking,3.0,3.0,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,105.0
15410,"Horseshoe pitching, quoits",Horseshoe pitching,3.0,3.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,105.0
18120,"Sailing, boat and board sailing, windsurfing, ice sailing, general (Taylor Code 235) ",Sailing,3.0,3.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,105.0
4095,"Hunting flying fox, squirrel",Hunting flying fox,3.0,3.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,105.0
4064,"Fishing, fishing wheel, setting net and retrieving fish, general",Fishing,3.0,3.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,105.0
17349,"Walking, treadmill, 2.0 to 2.4 mph (3.2 to 3.9 km/h), 0% grade",Walking,3.0,3.0,Sedang,True,Treadmill,Indoor,30-45 menit,3-5 kali/minggu,cardiovascular_health,105.0
8220,"Walking, applying fertilizer or seeding a lawn, push applicator",Walking,3.0,3.0,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,105.0
9080,"Sitting: arts and crafts, carving wood, weaving, spinning wool, moderate effort",Sitting: arts and crafts,3.0,3.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,105.0
8251,"Walking, gathering gardening tools",Walking,3.0,3.0,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,105.0
15240,"Frisbee playing, general",Frisbee playing,3.0,3.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,105.0
14020,"General, moderate effort",General,3.0,3.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,105.0
21070,"Walk/stand combination, for volunteer purposes",Walk/stand combination,3.0,3.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,105.0
22200,"Active video game, motion sensing game/using upper body (light to moderate effort)",Active video game,3.0,3.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,105.0
15090,Bowling (Taylor Code 390),Bowling (Taylor Code 390),3.0,3.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,105.0
8250,"Implied walking/standing - picking up yard, light, picking flowers or vegetables",Implied walking/standing - picking up yard,3.0,3.0,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,105.0
5140,"Sweeping garage, sidewalk, or outside house",Sweeping garage,3.0,3.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,105.0
11006,Airline flight attendant ,Airline flight attendant,3.0,3.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,105.0
2056,"Body weight resistance exercises (e.g., squat, lunge, push-up, crunch), general",Body weight resistance exercises (e.g.,3.0,3.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,105.0
5181,"Walking and carrying small child, child weighing 15 lbs or more",Walking,3.0,3.0,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,105.0
18365,Water volleyball ,Water volleyball,3.0,3.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,105.0
6144,Repairing appliances,Repairing appliances,3.0,3.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,105.0
11516,Plumbing activities ,Plumbing activities,3.0,3.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,105.0
6167,"Plumbing, general",Plumbing,3.0,3.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,105.0
11796,"Walking, gathering things at work, ready to  leave ",Walking,3.0,3.0,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,105.0
6170,Put on and removal of tarp – sailboat,Put on and removal of tarp – sailboat,3.0,3.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,105.0
6124,Hammering nails,Hammering nails,3.0,3.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,105.0
2300,"Wand exercise, Life-Build-Line",Wand exercise,3.0,3.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,105.0
11430,"Machine tooling (e.g., machining, working  sheet metal, machine fitter, operating lathe,  welding) light-to-moderate effort",Machine tooling (e.g.,3.0,3.0,Sedang,False,Exercise machine,Indoor,30-45 menit,3-5 kali/minggu,general_fitness,105.0
11870,"Working in scene shop, theater actor, backstage  employee ",Working in scene shop,3.0,3.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,105.0
11420,Locksmith ,Locksmith,3.0,3.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,105.0
15570,Shuffleboard,Shuffleboard,3.0,3.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,105.0
5100,"Making bed, changing linens",Making bed,3.0,3.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,105.0
5057,Cooking Indian bread or other food on an outside stove,Cooking Indian bread or other food on an outside stove,3.0,3.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,105.0
11416,"Lawn keeper, weeding, gas powered",Yard Work,3.0,3.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,105.0
11413,Kitchen maid ,Kitchen maid,3.0,3.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,105.0
2155,"Yoga, Hot",Yoga,3.0,3.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,105.0
5044,"Butchering animals, small",Butchering animals,3.0,3.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,105.0
5043,"Vacuuming, general, moderate effort",Vacuuming,3.0,3.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,105.0
6040,"Carpentry, general, workshop (Taylor Code 620)",Carpentry,3.0,3.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,105.0
11222,"Farming, milking Cows, full milking process, modern milking parlor with milking machines",Farming,3.0,3.0,Sedang,False,Exercise machine,Indoor,30-45 menit,3-5 kali/minggu,general_fitness,105.0
17165,Walking the dog,Walking,3.0,3.0,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,105.0
6010,Airplane repair,Airplane repair,3.0,3.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,105.0
5200,"Elder care, disabled adult, bathing, dressing, moving into and out of bed, only active periods ",Elder care,3.0,3.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,105.0
17170,"Walking, 2.5 mph, firm, level surface",Walking,3.0,3.0,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,cardiovascular_health,105.0
3040,"Ballroom, slow, examples: waltz, foxtrot, slow dancing, samba tango, rumba, 19th century dance, mambo, cha cha",Ballroom,3.0,3.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,105.0
18220,"Surfing, body or board, general ",Surfing,3.0,3.0,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,general_fitness,105.0
